,ID,Date,Text,Health and Safety,Environmental Protection,State and Local Regulation,Urgency and Action
83,EPA-HQ-OPP-2024-0562-0006,"Posted by the Environmental Protection Agency on Feb 4, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.
I don’t know how long I’ve had a parasite living inside me. I just found out last week after being rejected by my doctor Frank Laurri of Niagara county, saying I didn’t give them 24 hours hours cancellation notice which I had a Niagara county health homes Caseworker can and the doctors and they still canceled me and For a canceled appointment that I called within 24 hours. My doctor can’t even get the medical records. Ecmc department of health and hospital water is follow bacteria in parasites. Please can we have clean water for patience and facilities.

Thank you,
Lisa Lipowski
Buffalo, NY 14207-1811",True,True,True,True
84,EPA-HQ-OPP-2024-0562-0021,"Posted by the Environmental Protection Agency on Feb 4, 2025","I live in a toxified landscape in Missouri. More science is coming out showing increased cancer incidence where pesticides are applied at scale. See: https://www.frontiersin.org/journals/cancer-control-and-society/articles/10.3389/fcacs.2024.1368086/full

Industry influences on the EPA, if successful, will further give good reason for for those seeking to undermine confidence in the agency.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Ethan Duke
Marshall, MO 65340-5607",True,True,True,True
85,EPA-HQ-OPP-2024-0562-0033,"Posted by the Environmental Protection Agency on Feb 4, 2025","We are poisoning our selves and more disturbingly, our children!!

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Jane VanOsdol
Westfield, IN 46074-9323",True,True,True,True
86,EPA-HQ-OPP-2024-0562-0037,"Posted by the Environmental Protection Agency on Feb 4, 2025","Our current administration purports to want to REDUCE federal government involvement in our lives but right now, the EPA is considering whether to OVERRIDE the laws of states and local governments pertaining to pesticides. These more stringent state and local laws protect our health, environment and communities. These critical regulations protect vulnerable populations, like children, and require notification when toxic pesticides like glyphosate will be sprayed at school or near parks.

If the EPA allows these protections to be dismantled, parks, playgrounds, schools and drinking water would be left exposed to harmful chemicals like glyphosate, a pesticide linked to cancer, reproductive harm, and other life-threatening health conditions.

We cannot let big corporations place profit over public safety. Politicians and large corporations don’t last forever, but the decisions they make now will have enduring effects on our health and environment. Don’t let that happen!
Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Gail Rose
Burlington, VT 05401-4027",True,True,True,True
87,EPA-HQ-OPP-2024-0562-0013,"Posted by the Environmental Protection Agency on Feb 4, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Really, you all know the difference between right and wrong. When bribery overrides the good health of American citizens, you know you are doing wrong. As an American citizen, I do not consent to you allowing harmful chemicals into our environment that will be detrimental to our health. Do the right thing in all areas, not just this one.

Thank you,
Anna Herring
Luray, MO 63453-2135",True,True,True,True
88,EPA-HQ-OPP-2024-0562-0047,"Posted by the Environmental Protection Agency on Feb 4, 2025","I am writing to ask you to please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

Please take immediate serious action to protect these important local laws.

Thank you,
Patty Phillipy
Boiling Springs, PA 17007-0295",True,True,True,True
89,EPA-HQ-OPP-2024-0562-0034,"Posted by the Environmental Protection Agency on Feb 4, 2025","Since Richard Nixon set up the EPA, it was worked to protect us and our children from harm. Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Michael Shorr
New York, NY 10023-2452",True,True,True,True
90,EPA-HQ-OPP-2024-0562-0038,"Posted by the Environmental Protection Agency on Feb 4, 2025","Americans and bees need you to protect our food from toxic pesticides!

I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Lari Tiller Howell
Albuquerque, NM 87122-1325",True,True,True,True
91,EPA-HQ-OPP-2024-0562-0042,"Posted by the Environmental Protection Agency on Feb 4, 2025","As a civilian voter, a healthcare professional since 1976 and an ordained minister, I call upon you to please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Sophia Keller
Seattle, WA 98146-3124",True,True,True,True
92,EPA-HQ-OPP-2024-0562-0028,"Posted by the Environmental Protection Agency on Feb 4, 2025","Protect Americans from harmful pesticides. Reject efforts to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Liane Salgado
Chapel Hill, NC 27516-8041",True,True,True,True
93,EPA-HQ-OPP-2024-0562-0007,"Posted by the Environmental Protection Agency on Feb 4, 2025","Just STOP! Do YOU have children? Grandchildren? Don't you CARE about them? Apparently NOT!
Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Robyn Gonzales
Kokomo, IN 46901-9129",True,True,True,True
94,EPA-HQ-OPP-2024-0562-0024,"Posted by the Environmental Protection Agency on Feb 4, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

Family matters have required me to move back to my old home state, where officials seem to view regulations as something sent by Satan. I strongly disagree with them, but keep getting outvoted in elections, no matter how hard I try. Our ""leaders"" will cry like five-year-olds, but you need to force them to do right.

I urge you to take serious action to protect these important local laws.

Thank you,
Kathryn Burns
Kerrville, TX 78028-6673",True,True,True,True
95,EPA-HQ-OPP-2024-0562-0027,"Posted by the Environmental Protection Agency on Feb 4, 2025","Different states and localities have different pesticide issues. The mid-west and rural areas use different pesticides that cities. Farms use different pesticides than high-income urban residential areas. It is clearly a responsibility of local and state governments to determine the best practices for their environments to ensure safety for their communities. The actions on the national level are extremely important as well, but do not replace the important efforts at the local and state levels to protect their citizens.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
June Davenport
Princeton, MA 01541-0228",True,True,True,True
96,EPA-HQ-OPP-2024-0562-0035,"Posted by the Environmental Protection Agency on Feb 4, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

If you are interested in having RFK as head of the health and human services, why wouldn’t she want to protect the pesticides that we know are causing problems in our society. Let’s work on getting them out and making America healthy again.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Tami Reckler-Smith
Truckee, CA 96161-3754",True,True,True,True
97,EPA-HQ-OPP-2024-0562-0031,"Posted by the Environmental Protection Agency on Feb 4, 2025","I know that the heads of EPA and its offices are being filled with industry people. I know that the pesticide industry has spent large sums getting their people elected, and lobbying to undo or prevent any safety regulations that might limit their selling their products. And, of course, they want a return on that ""investment"". But come on--EPA is not the chemical industry trade organization. The middle word in the name has to mean something. Protection. The ""P"" is not silent. So, even if the President and the Administrator won't do their job of protecting the public at the federal level, for crying out loud, why would you prevent states and communities that do want to protect themselves from being able to do so? Just stop the sell-out. Protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Alan Larsen
Arlington, VA 22207-4840",True,True,True,True
98,EPA-HQ-OPP-2024-0562-0036,"Posted by the Environmental Protection Agency on Feb 4, 2025","Pesticides are overused and cause illness and deaths in humans (US!) and damage plants and the ecosystem.

Some of these pesticides are FOREVER - they never break down, and we do not know the future damage they may do.

Bees are ESSENTIAL to our food production, and bees are being killed by pesticide use.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Mark Bollman
Clinton, CT 06413-2320",True,True,True,True
99,EPA-HQ-OPP-2024-0562-0046,"Posted by the Environmental Protection Agency on Feb 4, 2025","This is important to me and to all of us! It is important to teh health and well being of all Americans.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Sue Chapelle
Baltimore, MD 21210-1033",True,True,True,True
100,EPA-HQ-OPP-2024-0562-0010,"Posted by the Environmental Protection Agency on Feb 4, 2025","There are so many acres of land that have become unsustainable for future farming. And yet the knowledge and practices exist to do regenerative farming that can restore earth for farming, and it is done without dangerous pesticides. Please do what you can to stop the use of these pesticides. I believe we would not have so much cancer in this country if we hadn’t been exposed to pesticides either directly or in our food, post WW ll.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Carol Rosseland
Lovell, ME 04051-3127",True,True,True,True
101,EPA-HQ-OPP-2024-0562-0012,"Posted by the Environmental Protection Agency on Feb 4, 2025","FOR THE LOVE OF ALL THAT IS GOOD!! Please protect, ultimately the entire food chain from harmful dare I say? FATAL pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states who care from protecting their unique local ecosystems and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks. If my neighbor puts toxic shit on his green velvet lawn…that chases the tainted food chain to MY YARD where MY chickens eat that garbage, and then the eggs in my pancakes are poison.

I urge you to take serious action to protect these important local laws.

Thank you,
Wendy Gouine
Ypsilanti, MI 48197-8849",True,True,True,True
102,EPA-HQ-OPP-2024-0562-0019,"Posted by the Environmental Protection Agency on Feb 4, 2025","Please reject any efforts that try to overturn state and local pesticide regulations. I don't want federal bureaucrats overriding decisions made at the state and local level to make their communities safe from toxic pesticides. The EPA should set minimum national standards, but state and local agencies should have the freedom to set stricter standards.

Thank you,
Gary Martin
Boxford, MA 01921-1005",True,True,True,False
103,EPA-HQ-OPP-2024-0562-0023,"Posted by the Environmental Protection Agency on Feb 4, 2025","I urge you to protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

Please take serious action to protect these important local laws.

Thank you,
William Johnson
Sarasota, FL 34232-5642",True,True,True,True
104,EPA-HQ-OPP-2024-0562-0030,"Posted by the Environmental Protection Agency on Feb 4, 2025","The default position nationally should be one of avoiding reasonably possible harm from chemicals. Individual states should not be able to undermine Federal safety standards and findings, but should only be able to put additional restrictions and cautions as deemed indicated by scientific factual findings. State input into Federal Agency rule making should be at the Federal level. Chaos and possible harm could ensue if states were allowed to undermine, rather than augment, Federal safety standards.",True,True,True,True
105,EPA-HQ-OPP-2024-0562-0043,"Posted by the Environmental Protection Agency on Feb 4, 2025","Protecting America's population and wildlife from harmful pesticides is of utmost importance. I strongly urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Mike Stoakes
Lees Summit, MO 64063-3400",True,True,True,True
106,EPA-HQ-OPP-2024-0562-0016,"Posted by the Environmental Protection Agency on Feb 4, 2025","It’s time to start protecting citizens and our environment a priority over protecting an industry’ profits.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Susanna Murray-Baker
Salina, KS 67401-7772",True,True,True,True
107,EPA-HQ-OPP-2024-0562-0011,"Posted by the Environmental Protection Agency on Feb 4, 2025","I know some pesticide use is necessary but some are very harmful especially to our children. Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Dianne Budig
Salt Lake City, UT 84104-2065",True,True,True,True
108,EPA-HQ-OPP-2024-0562-0018,"Posted by the Environmental Protection Agency on Feb 4, 2025","Action is needed to prevent the spread of harmful pesticides. Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Patricia Foley
Sugar Land, TX 77479-5091",True,True,True,True
109,EPA-HQ-OPP-2024-0562-0040,"Posted by the Environmental Protection Agency on Feb 4, 2025","I urge you to reject any efforts to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities from toxic pesticides which is especially important for children. It would also prevent them from responding to emerging risks and remove notification requirements to parents when toxic pesticides will be sprayed near schools or parks.

Please take action to protect these important local laws. You must protect Americans (especially children!) from harmful pesticides.

Thank you,
Tracy Travis
Oakton, VA 22124-1446",True,True,True,True
110,EPA-HQ-OPP-2024-0562-0002,"Posted by the Environmental Protection Agency on Jan 24, 2025","It is vital that states be allowed to regulate and restrict pesticides beyond what the federal regulations require. Do NOT allow this change go through. Pesticides are not only harming human health, they are decimating critically important pollinators and everything above them in the food chain. They are poisoning soil and water that all life on Earth needs. We must reduce pesticide use, not increase it.",True,True,True,True
