,Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
9621,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,"FRUIT, OTHER","FRUIT, OTHER, (EXCL CITRUS & BERRIES), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9630,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"15,824",14.1
9636,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,302",30.1
9642,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"19,126",15.3
9648,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"20,586",25.6
9654,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"6,428",25.4
9660,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"27,014",17.9
9666,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,HERBS,"HERBS, DRY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),159,89.8
9676,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,MILLET,"MILLET, PROSO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),120,95.4
9679,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,OATS,"OATS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),30,95.6
9685,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,PEACHES,"PEACHES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9694,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,PEARS,"PEARS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,72.9
9703,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,PLUMS,"PLUMS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9712,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,POPCORN,"POPCORN, ORGANIC, SHELLED - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9718,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,RASPBERRIES,"RASPBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),6,54.0
9730,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,SORGHUM,"SORGHUM, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),340,94.3
9736,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),189,76.6
9742,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),33,43.3
9751,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,TREE NUT TOTALS,"TREE NUT TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9755,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,"TREE NUTS, OTHER","TREE NUTS, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9761,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,WHEAT,"WHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),95,91.8
9767,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,WHEAT,"WHEAT, SPRING, DURUM, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9773,CENSUS,2021,YEAR,,STATE,VERMONT,50,,,,,,,0,,WHEAT,"WHEAT, WINTER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9776,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9785,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,APPLES,"APPLES, OTHER VARIETIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9794,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,BARLEY,"BARLEY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),182,74.6
9800,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,BERRY TOTALS,"BERRY TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),11,95.3
9806,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9815,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,BLUEBERRIES,"BLUEBERRIES, TAME, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9824,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,BUCKWHEAT,"BUCKWHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),75,(H)
9830,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,028",55.4
9836,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),382,44.2
9842,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"12,633",26.9
9846,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),11,95.3
9852,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,GRAPES,"GRAPES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9864,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9870,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9876,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,243",74.2
9882,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),140,84.6
9888,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),236,93.9
9894,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),376,81.5
9904,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,OATS,"OATS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9910,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,RASPBERRIES,"RASPBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9919,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,RYE,"RYE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),62,75.2
9925,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,135",53.4
9931,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,TOBACCO,"TOBACCO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,378",34.5
9937,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,TREE NUT TOTALS,"TREE NUT TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,95.4
9941,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,"TREE NUTS, OTHER","TREE NUTS, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,95.4
9947,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,TRITICALE,"TRITICALE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9953,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,WHEAT,"WHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),698,63.4
9959,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9965,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,WHEAT,"WHEAT, SPRING, DURUM, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9971,CENSUS,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,WHEAT,"WHEAT, WINTER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
9977,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, BRAEBURN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),75,(H)
9986,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, CAMEO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),48,82.2
9995,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, CRIPPS PINK, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,913",37.2
10007,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FUJI, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"5,127",27.5
10019,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, GALA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"7,509",32.8
10031,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),559,89.7
10043,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, GRANNY SMITH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,497",25.8
10055,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"5,275",31.0
10067,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"27,408",24.1
10079,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, OTHER VARIETIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,568",26.3
10091,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, RED DELICIOUS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),838,47.9
10103,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, ROME, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (Z),95.4
10112,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APRICOTS,"APRICOTS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10121,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,BARLEY,"BARLEY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,302",63.7
10127,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, BLACK, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,030",95.2
10133,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,879",(H)
10139,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,95.6
10145,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, PINTO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),845,(H)
10151,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,"BERRIES, OTHER","BERRIES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7,90.9
10163,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,BERRY TOTALS,"BERRY TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,110",39.8
10171,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),106,80.5
10183,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,BLUEBERRIES,"BLUEBERRIES, TAME, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,913",42.4
10195,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,BLUEBERRIES,"BLUEBERRIES, WILD, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),21,95.6
10204,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,BUCKWHEAT,"BUCKWHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10210,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,CHERRIES,"CHERRIES, SWEET, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,628",38.8
10222,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,CHERRIES,"CHERRIES, TART, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10228,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,CORN,"CORN, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,412",56.3
10234,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,CORN,"CORN, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,082",58.0
10240,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,CRANBERRIES,"CRANBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,97.2
10249,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,EMMER & SPELT,"EMMER & SPELT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10255,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"43,032",53.7
10259,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FIGS,"FIGS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,(H)
10268,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS & BERRIES), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"4,682",36.1
10276,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"7,792",33.2
10284,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,"FRUIT, OTHER","FRUIT, OTHER, (EXCL CITRUS & BERRIES), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (Z),(H)
10296,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,GRAPES,"GRAPES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,447",30.7
10338,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,992",43.9
10344,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"7,576",50.1
10350,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"10,568",34.0
10356,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,854",46.8
10362,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,092",63.1
10368,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,946",40.7
10374,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HAZELNUTS,"HAZELNUTS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10379,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HERBS,"HERBS, DRY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,014",94.3
10385,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HOPS,"HOPS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,151",63.9
10391,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,MINT,"MINT, ORGANIC, OIL - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10397,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,NECTARINES,"NECTARINES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),188,62.5
10406,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,OATS,"OATS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10412,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,PEACHES,"PEACHES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),408,55.5
10421,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,PEARS,"PEARS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,905",37.9
10433,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,PEAS,"PEAS, AUSTRIAN WINTER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10439,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,PLUMS,"PLUMS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10451,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,RASPBERRIES,"RASPBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),20,41.0
10463,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10469,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),40,41.1
10481,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,TREE NUT TOTALS,"TREE NUT TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),69,92.8
10485,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,TRITICALE,"TRITICALE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10491,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,WALNUTS,"WALNUTS, ENGLISH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10497,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"17,059",(H)
