,state_ansi,week_ending,begin_code,county_code,county_name,end_code,Value,asd_code,country_name,state_fips_code,location_desc,reference_period_desc,state_alpha,county_ansi,domain_desc,util_practice_desc,congr_district_code,freq_desc,unit_desc,year,region_desc,group_desc,commodity_desc,CV (%),domaincat_desc,short_desc,statisticcat_desc,source_desc,zip_5,class_desc,watershed_code,agg_level_desc,watershed_desc,country_code,state_name,load_time,asd_desc,prodn_practice_desc,sector_desc
1066,40,,00,,,00,                 (D),,UNITED STATES,40,OKLAHOMA,YEAR,OK,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEACHES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEACHES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,OKLAHOMA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1067,41,,00,,,00,51,,UNITED STATES,41,OREGON,YEAR,OR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEACHES,22.6,ORGANIC STATUS: (NOP USDA CERTIFIED),"PEACHES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,OREGON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1068,42,,00,,,00,70,,UNITED STATES,42,PENNSYLVANIA,YEAR,PA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEACHES,55.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"PEACHES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,PENNSYLVANIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1069,45,,00,,,00,                 (D),,UNITED STATES,45,SOUTH CAROLINA,YEAR,SC,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEACHES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEACHES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,SOUTH CAROLINA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1070,48,,00,,,00,                 (Z),,UNITED STATES,48,TEXAS,YEAR,TX,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEACHES,87.9,ORGANIC STATUS: (NOP USDA CERTIFIED),"PEACHES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,TEXAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1071,49,,00,,,00,                 (D),,UNITED STATES,49,UTAH,YEAR,UT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEACHES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEACHES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,UTAH,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1072,53,,00,,,00,313,,UNITED STATES,53,WASHINGTON,YEAR,WA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEACHES,16.5,ORGANIC STATUS: (NOP USDA CERTIFIED),"PEACHES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,WASHINGTON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1073,55,,00,,,00,                 (D),,UNITED STATES,55,WISCONSIN,YEAR,WI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEACHES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEACHES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,WISCONSIN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1094,04,,00,,,00,                 (D),,UNITED STATES,04,ARIZONA,YEAR,AZ,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,ARIZONA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1095,06,,00,,,00,438,,UNITED STATES,06,CALIFORNIA,YEAR,CA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,20.4,ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,CALIFORNIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1096,08,,00,,,00,                 (D),,UNITED STATES,08,COLORADO,YEAR,CO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,COLORADO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1097,13,,00,,,00,1,,UNITED STATES,13,GEORGIA,YEAR,GA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,32,ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,GEORGIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1098,17,,00,,,00,                 (D),,UNITED STATES,17,ILLINOIS,YEAR,IL,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,ILLINOIS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1099,26,,00,,,00,                 (D),,UNITED STATES,26,MICHIGAN,YEAR,MI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MICHIGAN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1100,27,,00,,,00,                 (D),,UNITED STATES,27,MINNESOTA,YEAR,MN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MINNESOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1101,29,,00,,,00,                 (D),,UNITED STATES,29,MISSOURI,YEAR,MO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MISSOURI,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1102,30,,00,,,00,                 (D),,UNITED STATES,30,MONTANA,YEAR,MT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MONTANA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1103,35,,00,,,00,3,,UNITED STATES,35,NEW MEXICO,YEAR,NM,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,42.4,ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,NEW MEXICO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1104,39,,00,,,00,                 (D),,UNITED STATES,39,OHIO,YEAR,OH,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,OHIO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1105,41,,00,,,00,161,,UNITED STATES,41,OREGON,YEAR,OR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,18.9,ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,OREGON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1106,42,,00,,,00,                 (D),,UNITED STATES,42,PENNSYLVANIA,YEAR,PA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,PENNSYLVANIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1107,48,,00,,,00,                 (D),,UNITED STATES,48,TEXAS,YEAR,TX,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,TEXAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1108,50,,00,,,00,                 (D),,UNITED STATES,50,VERMONT,YEAR,VT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,VERMONT,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1109,51,,00,,,00,                 (D),,UNITED STATES,51,VIRGINIA,YEAR,VA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,VIRGINIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1110,53,,00,,,00,"1,220",,UNITED STATES,53,WASHINGTON,YEAR,WA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PEARS,12.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"PEARS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,WASHINGTON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1128,06,,00,,,00,"1,520",,UNITED STATES,06,CALIFORNIA,YEAR,CA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PISTACHIOS,14.4,ORGANIC STATUS: (NOP USDA CERTIFIED),"PISTACHIOS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,CALIFORNIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1130,01,,00,,,00,                 (D),,UNITED STATES,01,ALABAMA,YEAR,AL,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,ALABAMA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1131,06,,00,,,00,"1,365",,UNITED STATES,06,CALIFORNIA,YEAR,CA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,12.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,CALIFORNIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1132,08,,00,,,00,                 (D),,UNITED STATES,08,COLORADO,YEAR,CO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,COLORADO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1133,13,,00,,,00,2,,UNITED STATES,13,GEORGIA,YEAR,GA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,31.4,ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,GEORGIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1134,16,,00,,,00,35,,UNITED STATES,16,IDAHO,YEAR,ID,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,37.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,IDAHO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1135,23,,00,,,00,                 (D),,UNITED STATES,23,MAINE,YEAR,ME,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MAINE,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1136,27,,00,,,00,                 (D),,UNITED STATES,27,MINNESOTA,YEAR,MN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MINNESOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1137,30,,00,,,00,                 (D),,UNITED STATES,30,MONTANA,YEAR,MT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MONTANA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1138,35,,00,,,00,                 (D),,UNITED STATES,35,NEW MEXICO,YEAR,NM,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,NEW MEXICO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1139,40,,00,,,00,                 (D),,UNITED STATES,40,OKLAHOMA,YEAR,OK,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,OKLAHOMA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1140,41,,00,,,00,6,,UNITED STATES,41,OREGON,YEAR,OR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,37.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,OREGON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1141,48,,00,,,00,                 (D),,UNITED STATES,48,TEXAS,YEAR,TX,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,TEXAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1142,50,,00,,,00,                 (D),,UNITED STATES,50,VERMONT,YEAR,VT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,VERMONT,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1143,53,,00,,,00,2,,UNITED STATES,53,WASHINGTON,YEAR,WA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,25,ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,WASHINGTON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1144,55,,00,,,00,                 (D),,UNITED STATES,55,WISCONSIN,YEAR,WI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,PLUMS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"PLUMS, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,WISCONSIN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1160,01,,00,,,00,                 (D),,UNITED STATES,01,ALABAMA,YEAR,AL,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,ALABAMA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1161,02,,00,,,00,                 (D),,UNITED STATES,02,ALASKA,YEAR,AK,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,ALASKA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1162,05,,00,,,00,1,,UNITED STATES,05,ARKANSAS,YEAR,AR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,33.9,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,ARKANSAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1163,06,,00,,,00,"4,295",,UNITED STATES,06,CALIFORNIA,YEAR,CA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,30.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,CALIFORNIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1164,08,,00,,,00,"5,390",,UNITED STATES,08,COLORADO,YEAR,CO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,16.5,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,COLORADO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1165,09,,00,,,00,6,,UNITED STATES,09,CONNECTICUT,YEAR,CT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,16.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,CONNECTICUT,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1166,13,,00,,,00,3,,UNITED STATES,13,GEORGIA,YEAR,GA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,33.9,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,GEORGIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1167,16,,00,,,00,794,,UNITED STATES,16,IDAHO,YEAR,ID,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,13.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,IDAHO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1168,17,,00,,,00,12,,UNITED STATES,17,ILLINOIS,YEAR,IL,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,20.5,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,ILLINOIS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1169,18,,00,,,00,                 (D),,UNITED STATES,18,INDIANA,YEAR,IN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,INDIANA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1170,19,,00,,,00,21,,UNITED STATES,19,IOWA,YEAR,IA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,30.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,IOWA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1171,21,,00,,,00,6,,UNITED STATES,21,KENTUCKY,YEAR,KY,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,20.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,KENTUCKY,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1172,23,,00,,,00,607,,UNITED STATES,23,MAINE,YEAR,ME,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,16.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MAINE,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1173,24,,00,,,00,7,,UNITED STATES,24,MARYLAND,YEAR,MD,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,16.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MARYLAND,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1174,25,,00,,,00,20,,UNITED STATES,25,MASSACHUSETTS,YEAR,MA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,16.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MASSACHUSETTS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1175,26,,00,,,00,11,,UNITED STATES,26,MICHIGAN,YEAR,MI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,20.5,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MICHIGAN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
1176,27,,00,,,00,14,,UNITED STATES,27,MINNESOTA,YEAR,MN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,POTATOES,14.5,ORGANIC STATUS: (NOP USDA CERTIFIED),"POTATOES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,ALL CLASSES,00000000,STATE,,9000,MINNESOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
